age,class of worker,detailed industry code,detailed occupation code,education,wage per hour,enroll in edu inst last wk,marital stat,major industry code,major occupation code,race,hispanic origin,sex,member of a labor union,reason for unemployment,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,region of previous residence,state of previous residence,detailed household and family stat,detailed household summary in household,instance weight,migration code-change in msa,migration code-change in reg,migration code-move within reg,live in this house 1 year ago,migration prev res in sunbelt,num persons worked for employer,family members under 18,country of birth father,country of birth mother,country of birth self,citizenship,own business or self employed code,fill inc questionnaire for veteran's admin,veterans benefits code,weeks worked in year,year,taxable income amount,key
34, Private,35,17, Bachelors degree(BA AB BS),0, Not in universe, Never married, Finance insurance and real estate, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,99999,0,13000, Single, Not in universe, Not in universe, Nonfamily householder, Householder,228.18, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,39,94,1,834
12, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1355.47, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, China, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,835
50, Private,30,2, High school graduate,0, Not in universe, Married-civilian spouse present, Communications, Executive admin and managerial, White, Other Spanish, Male, Not in universe, Not in universe, Full-time schedules,0,0,1000, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1115.27, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, ?, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,836
51, Self-employed-not incorporated,38,33, 7th and 8th grade,0, Not in universe, Divorced, Business and repair services, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,378.84, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,10,95,0,837
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, South, Florida, Child <18 never marr not in subfamily, Child under 18 never married,2002.71, MSA to MSA, Same county, Same county, No, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,838
34, Private,37,17, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Never married, Business and repair services, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,500, Single, Not in universe, Not in universe, Householder, Householder,2406.42, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1,839
38, Private,27,24, Some college but no degree,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1523.97, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,840
59, Not in universe,0,0, 10th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1900.57, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0,841
45, State government,48,26, Associates degree-academic program,1519, Not in universe, Divorced, Public administration, Adm support including clerical, Black, All other, Female, Yes, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1176.25, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,842
9, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,526.91, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,843
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr not in subfamily, Other relative of householder,1386.78, ?, ?, ?, Not in universe under 1 year old, ?,0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,844
37, Private,29,23, High school graduate,0, Not in universe, Divorced, Transportation, Adm support including clerical, White, All other, Female, Not in universe, Other job loser, Unemployed full-time,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1260.7, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,845
28, Private,11,35, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1558.29, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, Poland, Poland, Poland, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,1,846
57, Private,35,23, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2211.1, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,16,94,0,847
20, Not in universe,0,0, 11th grade,0, High school, Married-civilian spouse present, Not in universe or children, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1202.05, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Nicaragua, Nicaragua, Nicaragua, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0,848
38, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,2297.36, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0,849
7, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1752.62, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,850
39, State government,4,4, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Construction, Professional specialty, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,651.37, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, China, China, Taiwan, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,1,851
18, Private,17,18, Some college but no degree,0, College or university, Divorced, Manufacturing-durable goods, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ ever marr Not in a subfamily, Child 18 or older,1917.17, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0,852
49, Private,39,2, Bachelors degree(BA AB BS),0, Not in universe, Never married, Personal services except private HH, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1850.79, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,853
33, Private,33,29, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Retail trade, Other service, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,614.51, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, China, China, China, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,0,854
